Frame,Tracker,IoU
95,KCF,0.8949796235625713
95,MIL,0.8674947202634499
95,BOOSTING,0.8574022386146791
95,MEDIANFLOW,0.7753276313974341
95,MOSSE,0.8436830544784012
95,Fused,0.8864973166368515
96,CSRT,0.8385551188470897
96,KCF,0.7850224835696991
96,MIL,0.769415395165438
96,BOOSTING,0.7745873452544704
96,MEDIANFLOW,0.7777327961238666
96,MOSSE,0.7395720769397017
96,Fused,0.7872418505770399
97,CSRT,0.8377200249818372
97,KCF,0.7944920590837752
97,MIL,0.7734621841230125
97,BOOSTING,0.7734621841230125
97,MEDIANFLOW,0.7617644798524477
97,MOSSE,0.74270205066345
97,Fused,0.7904448357706149
98,CSRT,0.8805647258076253
98,KCF,0.8355506282335551
98,MIL,0.8184147904082006
98,BOOSTING,0.8298029102965555
98,MEDIANFLOW,0.8125949965082364
98,MOSSE,0.7884744677445173
98,Fused,0.8488102601048031
99,CSRT,0.845726941778468
99,KCF,0.796685459349306
99,MIL,0.7705635658718293
99,BOOSTING,0.7809206417984631
99,MEDIANFLOW,0.7383301623821955
99,MOSSE,0.7785340057777995
99,Fused,0.8057620341415902
100,CSRT,0.8997234359179956
100,KCF,0.8423402448711277
100,MIL,0.8138352738132959
100,BOOSTING,0.8251307550894426
100,MEDIANFLOW,0.7827497330785396
100,MOSSE,0.7813336555030617
100,Fused,0.8499471116115603
101,CSRT,0.8057998748757959
101,KCF,0.7696637618281782
101,MIL,0.7496394630773213
101,BOOSTING,0.754602933269056
101,MEDIANFLOW,0.7189509772027727
101,MOSSE,0.701564338617014
101,Fused,0.7752255947497949
102,CSRT,0.846958767191043
102,KCF,0.8041774946755506
102,MIL,0.7881405166737674
102,BOOSTING,0.7987999688303592
102,MEDIANFLOW,0.7481053747440363
102,MOSSE,0.7360219815976428
102,Fused,0.8123156270146717
103,CSRT,0.7743542535333298
103,KCF,0.7529008007844419
103,MIL,0.7336350412154518
103,BOOSTING,0.7336350412154518
103,MEDIANFLOW,0.6953889976855973
103,MOSSE,0.6841070618478754
103,Fused,0.7480443285528031
104,CSRT,0.7897934386391251
104,KCF,0.7630077021111542
104,MIL,0.7481868131868132
104,BOOSTING,0.7530993443164913
104,MEDIANFLOW,0.7022171974122229
104,MOSSE,0.6922683051715309
104,Fused,0.7630077021111542
105,CSRT,0.7653288606685037
105,KCF,0.7587007383549573
105,MIL,0.7297515375741891
105,BOOSTING,0.7392947935885955
105,MEDIANFLOW,0.686367558239862
105,MOSSE,0.6760742492525992
105,Fused,0.7413398259527999
106,CSRT,0.8172086353754353
106,KCF,0.7872815591885963
106,MIL,0.8163872818744485
106,BOOSTING,0.7991567880562764
106,MEDIANFLOW,0.5836299378383798
106,MOSSE,0.7156857952879069
106,Fused,0.8095968566661285
107,CSRT,0.7161398119862956
107,KCF,0.7048766337917619
107,MIL,0.6916278676034877
107,BOOSTING,0.6960211841390549
107,MEDIANFLOW,0.624923959329104
107,MOSSE,0.6267538190210536
107,Fused,0.696344791199814
108,CSRT,0.7968185974876065
108,KCF,0.764926360879819
108,MIL,0.764926360879819
108,BOOSTING,0.764926360879819
108,MEDIANFLOW,0.6030117724386437
108,MOSSE,0.7338041002277904
108,Fused,0.7588439139433026
109,CSRT,0.8548087141339001
109,KCF,0.848663567105059
109,MIL,0.8429553588246375
109,BOOSTING,0.8372822930568503
109,MEDIANFLOW,0.5601727530349342
109,MOSSE,0.7447850357457644
109,Fused,0.8502441044862262
110,CSRT,0.7640545144804088
110,KCF,0.757207644962747
110,MIL,0.7475837628865979
110,BOOSTING,0.7333439846620866
110,MEDIANFLOW,0.6017119958267138
110,MOSSE,0.6625833971344198
110,Fused,0.7564241766196164
111,CSRT,0.8278497134366376
111,KCF,0.8214845587082615
111,MIL,0.8106276052826367
111,BOOSTING,0.7945826978396432
111,MEDIANFLOW,0.5560401943462897
111,MOSSE,0.7104303815388971
111,Fused,0.8210547067520946
112,CSRT,0.7706956021845358
112,KCF,0.7590499382132733
112,MIL,0.7444987114098798
112,BOOSTING,0.7301862510277768
112,MEDIANFLOW,0.5717426439131055
112,MOSSE,0.6942763213352441
112,Fused,0.7539078205143824
113,CSRT,0.7981531816658599
113,KCF,0.8029510752790402
113,MIL,0.7701450556015358
113,BOOSTING,0.7503215048271873
113,MEDIANFLOW,0.5667707796342906
113,MOSSE,0.6802769818529131
113,Fused,0.7873219707293575
114,CSRT,0.7438694032057728
114,KCF,0.7533897901898282
114,MIL,0.7476526934749621
114,BOOSTING,0.72513545457737
114,MEDIANFLOW,0.5741163758933133
114,MOSSE,0.6464563835684263
114,Fused,0.7391006183919424
115,CSRT,0.8021444803636014
115,KCF,0.8181712499515623
115,MIL,0.7916958364624569
115,BOOSTING,0.7772629133470537
115,MEDIANFLOW,0.5096659765928545
115,MOSSE,0.6937988758906917
115,Fused,0.8010739802693372
116,CSRT,0.7735022983911262
116,KCF,0.7898230088495575
116,MIL,0.7765536139942566
116,BOOSTING,0.7634357184554047
116,MEDIANFLOW,0.5163435686995896
116,MOSSE,0.6704371751757873
116,Fused,0.7903657790021427
117,CSRT,0.7629806172329093
117,KCF,0.7758506650988461
117,MIL,0.7658364289629134
117,BOOSTING,0.7446091644204852
117,MEDIANFLOW,0.5093159153338418
117,MOSSE,0.6609016583363676
117,Fused,0.7611976047904192
118,CSRT,0.8145530812081703
118,KCF,0.8404802173362986
118,MIL,0.8270977379992333
118,BOOSTING,0.7740345427355638
118,MEDIANFLOW,0.4411259094618764
118,MOSSE,0.7149674309847057
118,Fused,0.8236681316325437
119,CSRT,0.7241256457455021
119,KCF,0.7521954173816493
119,MIL,0.7249617133705094
119,BOOSTING,0.706044226044226
119,MEDIANFLOW,0.4890318141207416
119,MOSSE,0.6341124986658128
119,Fused,0.7319838056680162
